sample_code,fish_number,species_name,sample_month,sample_day,sample_year,project_code,data_type_code,fish_length_cm,length_type_name,weight_gm,sex_name,maturity,tag_number,ovaries_number,dna_number,best_age,age_1,age_2,age_3,age_readability_code,
410129-R-04006,7,Yelloweye Rockfish,7,29,2004,IPHC,R,47,Fork length,1932,Male,1,1221,NA,NA,15,17,15,NA,2,
410129-R-04006,11,Yelloweye Rockfish,7,29,2004,IPHC,R,45,Fork length,1787,Male,1,1377,NA,NA,70,68,71,NA,2,
410129-R-04006,20,Yelloweye Rockfish,7,29,2004,IPHC,R,50,Fork length,2504,Male,1,1223,NA,NA,21,21,21,NA,2,
410129-R-04006,3,Yelloweye Rockfish,7,29,2004,IPHC,R,45,Fork length,1851,Male,1,1212,NA,NA,22,21,24,NA,2,
410129-R-04006,14,Yelloweye Rockfish,7,29,2004,IPHC,R,53,Fork length,2903,Male,1,1219,NA,NA,54,57,64,NA,3,
410129-R-04006,17,Yelloweye Rockfish,7,29,2004,IPHC,R,50,Fork length,2722,Male,1,1214,NA,NA,23,18,24,NA,3,
410129-R-04007,38,Yelloweye Rockfish,7,29,2004,IPHC,R,60,Fork length,4400,Female,1,1792,76,NA,55,55,53,NA,2,
410129-R-04007,42,Yelloweye Rockfish,7,29,2004,IPHC,R,54,Fork length,3429,Male,1,1846,NA,NA,45,45,43,NA,2,
410129-R-04007,93,Yelloweye Rockfish,7,29,2004,IPHC,R,47,Fork length,2168,Male,1,1826,NA,NA,20,20,23,NA,2,
410129-R-04007,109,Yelloweye Rockfish,7,29,2004,IPHC,R,47,Fork length,1923,Female,1,1829,46,NA,19,19,23,NA,2,
410129-R-04007,3,Yelloweye Rockfish,7,29,2004,IPHC,R,60,Fork length,4155,Female,1,62,54,NA,69,69,65,NA,2,
410129-R-04007,65,Yelloweye Rockfish,7,29,2004,IPHC,R,53,Fork length,3012,Female,1,1540,26,NA,34,34,34,NA,2,
410129-R-04007,90,Yelloweye Rockfish,7,29,2004,IPHC,R,56,Fork length,2604,Male,1,1,NA,NA,21,21,21,NA,2,
410129-R-04007,68,Yelloweye Rockfish,7,29,2004,IPHC,R,45,Fork length,1742,Female,1,1755,28,NA,20,20,19,NA,2,
410129-R-04007,22,Yelloweye Rockfish,7,29,2004,IPHC,R,51,Fork length,2794,Female,1,1795,67,NA,33,34,32,NA,2,
410129-R-04007,98,Yelloweye Rockfish,7,29,2004,IPHC,R,49,Fork length,2377,Female,1,1400,42,NA,22,21,22,NA,2,
410129-R-04007,111,Yelloweye Rockfish,7,29,2004,IPHC,R,49,Fork length,2232,Male,1,4,NA,NA,33,32,33,NA,2,
410129-R-04007,57,Yelloweye Rockfish,7,29,2004,IPHC,R,48,Fork length,2118,Male,1,1766,NA,NA,32,34,32,NA,2,
410129-R-04007,50,Yelloweye Rockfish,7,29,2004,IPHC,R,52,Fork length,2876,Male,1,1772,NA,NA,23,23,22,NA,2,
410129-R-04007,105,Yelloweye Rockfish,7,29,2004,IPHC,R,63,Fork length,5244,Female,1,75,43,NA,60,60,57,NA,2,
410129-R-04007,114,Yelloweye Rockfish,7,29,2004,IPHC,R,57,Fork length,3719,Male,1,71,NA,NA,48,47,50,NA,2,
410129-R-04007,39,Yelloweye Rockfish,7,29,2004,IPHC,R,59,Fork length,3856,Male,1,1799,NA,NA,52,53,45,NA,2,
410129-R-04007,37,Yelloweye Rockfish,7,29,2004,IPHC,R,55,Fork length,3247,Female,1,1537,75,NA,34,35,33,NA,2,
410129-R-04007,5,Yelloweye Rockfish,7,29,2004,IPHC,R,55,Fork length,3202,Male,1,1786,NA,NA,26,25,28,NA,2,
410129-R-04007,21,Yelloweye Rockfish,7,29,2004,IPHC,R,49,Fork length,2449,Male,1,1751,NA,NA,22,21,22,NA,2,
410129-R-04007,73,Yelloweye Rockfish,7,29,2004,IPHC,R,52,Fork length,2549,Male,1,1768,NA,NA,31,28,32,NA,2,
410129-R-04007,75,Yelloweye Rockfish,7,29,2004,IPHC,R,54,Fork length,3003,Male,1,62,NA,NA,18,18,21,NA,2,
410129-R-04007,106,Yelloweye Rockfish,7,29,2004,IPHC,R,50,Fork length,2304,Male,1,1774,NA,NA,24,24,28,NA,2,
410129-R-04007,110,Yelloweye Rockfish,7,29,2004,IPHC,R,44,Fork length,1651,Male,1,1776,NA,NA,22,22,22,NA,3,
410129-R-04007,59,Yelloweye Rockfish,7,29,2004,IPHC,R,49,Fork length,2159,Female,1,1758,22,NA,28,29,28,NA,2,
410129-R-04007,83,Yelloweye Rockfish,7,29,2004,IPHC,R,54,Fork length,3311,Male,1,1391,NA,NA,21,21,20,NA,2,
410129-R-04007,84,Yelloweye Rockfish,7,29,2004,IPHC,R,56,Fork length,3783,Female,1,1757,37,NA,35,35,33,NA,2,
410129-R-04007,29,Yelloweye Rockfish,7,29,2004,IPHC,R,49,Fork length,2395,Female,1,1797,70,NA,32,31,32,NA,2,
410129-R-04007,12,Yelloweye Rockfish,7,29,2004,IPHC,R,49,Fork length,2567,Male,1,1396,NA,NA,22,22,21,NA,2,
410129-R-04007,58,Yelloweye Rockfish,7,29,2004,IPHC,R,49,Fork length,2023,Male,1,1771,NA,NA,34,36,29,NA,2,
410129-R-04007,100,Yelloweye Rockfish,7,29,2004,IPHC,R,57,Fork length,3320,Male,1,64,NA,NA,59,59,57,NA,2,
410129-R-04007,28,Yelloweye Rockfish,7,29,2004,IPHC,R,48,Fork length,2077,Female,1,6,69,NA,24,24,23,NA,2,
410129-R-04007,35,Yelloweye Rockfish,7,29,2004,IPHC,R,54,Fork length,2849,Male,1,1541,NA,NA,31,31,31,NA,2,
410129-R-04007,19,Yelloweye Rockfish,7,29,2004,IPHC,R,57,Fork length,3901,Female,1,1754,65,NA,54,55,50,NA,2,
410129-R-04007,17,Yelloweye Rockfish,7,29,2004,IPHC,R,61,Fork length,4890,Female,1,1848,63,NA,49,49,48,NA,2,
410129-R-04007,23,Yelloweye Rockfish,7,29,2004,IPHC,R,51,Fork length,2731,Male,1,1535,NA,NA,25,26,24,NA,2,
410129-R-04007,55,Yelloweye Rockfish,7,29,2004,IPHC,R,50,Fork length,2214,Male,1,1765,NA,NA,21,21,22,NA,2,
410129-R-04007,7,Yelloweye Rockfish,7,29,2004,IPHC,R,54,Fork length,3347,Female,1,56,57,NA,27,27,27,NA,2,
410129-R-04007,70,Yelloweye Rockfish,7,29,2004,IPHC,R,49,Fork length,2168,Male,1,1398,NA,NA,72,73,71,NA,2,
410129-R-04007,44,Yelloweye Rockfish,7,29,2004,IPHC,R,52,Fork length,2567,Female,1,1787,15,NA,23,23,21,NA,2,
410129-R-04007,88,Yelloweye Rockfish,7,29,2004,IPHC,R,58,Fork length,4014,Male,1,1528,NA,NA,55,52,55,NA,2,
410129-R-04007,85,Yelloweye Rockfish,7,29,2004,IPHC,R,59,Fork length,4019,Male,1,7,NA,NA,35,36,35,NA,2,
410129-R-04007,1,Yelloweye Rockfish,7,29,2004,IPHC,R,47,Fork length,1923,Male,1,65,NA,NA,16,14,16,NA,2,
410129-R-04007,46,Yelloweye Rockfish,7,29,2004,IPHC,R,56,Fork length,3112,Female,1,1531,17,NA,17,15,17,NA,2,
410129-R-04007,80,Yelloweye Rockfish,7,29,2004,IPHC,R,60,Fork length,4509,Female,1,58,34,NA,25,22,26,NA,2,
410129-R-04007,97,Yelloweye Rockfish,7,29,2004,IPHC,R,52,Fork length,2803,Male,1,1530,NA,NA,18,18,18,NA,2,
410129-R-04007,91,Yelloweye Rockfish,7,29,2004,IPHC,R,53,Fork length,3007,Male,1,1753,NA,NA,18,18,18,NA,2,
410129-R-04007,15,Yelloweye Rockfish,7,29,2004,IPHC,R,52,Fork length,2694,Female,1,1784,62,NA,31,34,28,NA,2,
410129-R-04007,62,Yelloweye Rockfish,7,29,2004,IPHC,R,51,Fork length,2694,Female,1,1392,23,NA,22,23,22,NA,2,
410129-R-04007,72,Yelloweye Rockfish,7,29,2004,IPHC,R,53,Fork length,2867,Male,1,1390,NA,NA,38,38,35,NA,2,
410129-R-04007,87,Yelloweye Rockfish,7,29,2004,IPHC,R,57,Fork length,4327,Female,1,1791,39,NA,23,22,23,NA,2,
410129-R-04007,99,Yelloweye Rockfish,7,29,2004,IPHC,R,49,Fork length,2277,Male,1,68,NA,NA,23,19,23,NA,2,
410129-R-04007,92,Yelloweye Rockfish,7,29,2004,IPHC,R,57,Fork length,3574,Male,1,1843,NA,NA,17,17,17,NA,2,
410129-R-04007,16,Yelloweye Rockfish,7,29,2004,IPHC,R,51,Fork length,2468,Male,1,8,NA,NA,19,17,24,NA,2,
410129-R-04007,60,Yelloweye Rockfish,7,29,2004,IPHC,R,48,Fork length,2177,Male,1,1395,NA,NA,32,32,31,NA,2,
410129-R-04007,40,Yelloweye Rockfish,7,29,2004,IPHC,R,46,Fork length,1950,Female,1,1764,13,NA,25,24,25,NA,2,
410129-R-04007,33,Yelloweye Rockfish,7,29,2004,IPHC,R,63,Fork length,5380,Female,1,74,73,NA,100,104,95,NA,2,
410129-R-04007,4,Yelloweye Rockfish,7,29,2004,IPHC,R,60,Fork length,4100,Female,1,1783,55,NA,47,49,47,NA,2,
410129-R-04007,89,Yelloweye Rockfish,7,29,2004,IPHC,R,50,Fork length,2431,Male,1,1536,NA,NA,30,29,33,NA,2,
410129-R-04007,43,Yelloweye Rockfish,7,29,2004,IPHC,R,52,Fork length,2404,Male,1,1539,NA,NA,19,17,19,NA,2,
410129-R-04007,52,Yelloweye Rockfish,7,29,2004,IPHC,R,45,Fork length,1760,Male,1,1538,NA,NA,42,45,42,NA,2,
410129-R-04007,78,Yelloweye Rockfish,7,29,2004,IPHC,R,54,Fork length,3230,Female,1,1542,32,NA,36,36,35,NA,2,
410129-R-04007,74,Yelloweye Rockfish,7,29,2004,IPHC,R,47,Fork length,1878,Male,1,1828,NA,NA,31,31,31,NA,2,
410129-R-04007,48,Yelloweye Rockfish,7,29,2004,IPHC,R,50,Fork length,2295,Male,1,1827,NA,NA,46,48,44,NA,3,
410129-R-04007,81,Yelloweye Rockfish,7,29,2004,IPHC,R,61,Fork length,4608,Female,1,69,35,NA,57,57,54,NA,2,
410129-R-04007,118,Yelloweye Rockfish,7,29,2004,IPHC,R,59,Fork length,3973,Female,1,1796,52,NA,46,47,46,NA,2,
410129-R-04007,82,Yelloweye Rockfish,7,29,2004,IPHC,R,46,Fork length,2050,Female,1,1759,36,NA,22,22,23,NA,2,
410129-R-04007,64,Yelloweye Rockfish,7,29,2004,IPHC,R,53,Fork length,3284,Female,1,1529,25,NA,19,19,21,NA,2,
410129-R-04007,32,Yelloweye Rockfish,7,29,2004,IPHC,R,47,Fork length,2168,Female,1,1773,72,NA,25,23,25,NA,2,
410129-R-04007,104,Yelloweye Rockfish,7,29,2004,IPHC,R,53,Fork length,2703,Male,1,1770,NA,NA,20,19,20,NA,2,
410129-R-04007,27,Yelloweye Rockfish,7,29,2004,IPHC,R,59,Fork length,3756,Male,1,63,NA,NA,28,27,28,NA,2,
410129-R-04007,34,Yelloweye Rockfish,7,29,2004,IPHC,R,44,Fork length,1642,Female,1,1760,74,NA,21,19,23,NA,2,
410129-R-04007,54,Yelloweye Rockfish,7,29,2004,IPHC,R,46,Fork length,2032,Male,1,1847,NA,NA,21,17,24,NA,2,
410129-R-04007,115,Yelloweye Rockfish,7,29,2004,IPHC,R,46,Fork length,1987,Female,1,1777,49,NA,35,34,36,NA,2,
410129-R-04007,67,Yelloweye Rockfish,7,29,2004,IPHC,R,47,Fork length,2005,Female,1,1389,27,NA,33,33,34,NA,2,
410129-R-04007,107,Yelloweye Rockfish,7,29,2004,IPHC,R,49,Fork length,2576,Female,1,1763,44,NA,21,22,21,NA,2,
410129-R-04007,36,Yelloweye Rockfish,7,29,2004,IPHC,R,52,Fork length,2540,Male,1,9,NA,NA,24,20,25,NA,2,
410129-R-04007,112,Yelloweye Rockfish,7,29,2004,IPHC,R,50,Fork length,2359,Female,1,1534,47,NA,23,23,24,NA,2,
410129-R-04007,10,Yelloweye Rockfish,7,29,2004,IPHC,R,54,Fork length,3057,Female,1,60,60,NA,27,27,27,NA,2,
410129-R-04007,63,Yelloweye Rockfish,7,29,2004,IPHC,R,51,Fork length,2749,Male,1,1845,NA,NA,75,73,68,NA,2,
410129-R-04007,76,Yelloweye Rockfish,7,29,2004,IPHC,R,49,Fork length,2549,Female,2,1394,31,NA,23,21,23,NA,2,
410129-R-04007,102,Yelloweye Rockfish,7,29,2004,IPHC,R,60,Fork length,4481,Male,1,1527,NA,NA,23,23,24,NA,2,
410129-R-04007,69,Yelloweye Rockfish,7,29,2004,IPHC,R,49,Fork length,4268,Male,1,1761,29,NA,44,52,45,NA,2,
410129-R-04007,2,Yelloweye Rockfish,7,29,2004,IPHC,R,44,Fork length,1678,Female,1,1399,53,NA,20,21,19,NA,2,
410129-R-04007,96,Yelloweye Rockfish,7,29,2004,IPHC,R,47,Fork length,2141,Female,1,54,41,NA,NA,NA,NA,NA,NA,
410129-R-04007,18,Yelloweye Rockfish,7,29,2004,IPHC,R,54,Fork length,2921,Female,1,1850,64,NA,33,29,33,NA,2,
410129-R-04007,71,Yelloweye Rockfish,7,29,2004,IPHC,R,57,Fork length,3892,Female,1,1752,30,NA,29,30,29,NA,2,
410129-R-04007,14,Yelloweye Rockfish,7,29,2004,IPHC,R,56,Fork length,2939,Male,1,61,NA,NA,23,23,23,NA,2,
410129-R-04007,61,Yelloweye Rockfish,7,29,2004,IPHC,R,45,Fork length,1805,Male,1,1397,NA,NA,24,24,21,NA,2,
410129-R-04007,13,Yelloweye Rockfish,7,29,2004,IPHC,R,66,Fork length,5534,Male,1,10,NA,NA,48,50,41,NA,2,
410129-R-04007,8,Yelloweye Rockfish,7,29,2004,IPHC,R,54,Fork length,3202,Female,1,55,58,NA,32,34,32,NA,2,
410129-R-04007,26,Yelloweye Rockfish,7,29,2004,IPHC,R,38,Fork length,1061,Female,1,1756,68,NA,13,13,12,NA,2,
410129-R-04007,49,Yelloweye Rockfish,7,29,2004,IPHC,R,50,Fork length,2404,Male,1,1775,NA,NA,46,48,46,NA,2,
410129-R-04007,6,Yelloweye Rockfish,7,29,2004,IPHC,R,56,Fork length,3429,Male,1,66,56,NA,33,34,31,NA,2,
410129-R-04007,51,Yelloweye Rockfish,7,29,2004,IPHC,R,43,Fork length,1515,Male,1,1778,NA,NA,25,25,24,NA,2,
410129-R-04007,20,Yelloweye Rockfish,7,29,2004,IPHC,R,61,Fork length,4518,Female,1,72,66,NA,60,60,54,NA,2,
410129-R-04007,24,Yelloweye Rockfish,7,29,2004,IPHC,R,60,Fork length,4291,Male,1,59,NA,NA,31,32,30,NA,2,
410129-R-04007,94,Yelloweye Rockfish,7,29,2004,IPHC,R,50,Fork length,2622,Male,1,1793,NA,NA,18,18,20,NA,2,
410129-R-04007,30,Yelloweye Rockfish,7,29,2004,IPHC,R,58,Fork length,3905,Female,1,11,71,NA,44,45,41,NA,2,
410129-R-04007,79,Yelloweye Rockfish,7,29,2004,IPHC,R,53,Fork length,2839,Female,1,1798,33,NA,59,60,59,NA,2,
410129-R-04007,113,Yelloweye Rockfish,7,29,2004,IPHC,R,46,Fork length,1941,Female,1,1393,48,NA,30,31,29,NA,2,
410129-R-04007,9,Yelloweye Rockfish,7,29,2004,IPHC,R,52,Fork length,2948,Female,1,5,59,NA,32,32,30,NA,2,
410129-R-04007,86,Yelloweye Rockfish,7,29,2004,IPHC,R,47,Fork length,2087,Female,1,1526,38,NA,41,41,40,NA,2,
410129-R-04007,56,Yelloweye Rockfish,7,29,2004,IPHC,R,44,Fork length,1696,Female,1,1767,21,NA,23,23,24,NA,2,
410129-R-04007,41,Yelloweye Rockfish,7,29,2004,IPHC,R,44,Fork length,1660,Male,1,1762,NA,NA,20,20,19,NA,2,
410129-R-04007,45,Yelloweye Rockfish,7,29,2004,IPHC,R,52,Fork length,2957,Female,1,1769,16,NA,32,32,28,NA,2,
410129-R-04007,77,Yelloweye Rockfish,7,29,2004,IPHC,R,60,Fork length,4481,Male,1,1782,NA,NA,37,37,36,NA,2,
410129-R-04007,25,Yelloweye Rockfish,7,29,2004,IPHC,R,53,Fork length,2839,Male,1,67,NA,NA,19,19,19,NA,2,
410129-R-04007,11,Yelloweye Rockfish,7,29,2004,IPHC,R,48,Fork length,2068,Female,1,52,61,NA,25,24,26,NA,2,
410129-R-04007,95,Yelloweye Rockfish,7,29,2004,IPHC,R,64,Fork length,5625,Female,1,73,40,NA,14,14,19,NA,2,
410129-R-04007,117,Yelloweye Rockfish,7,29,2004,IPHC,R,44,Fork length,1715,Female,1,53,51,NA,17,21,17,NA,2,
410129-R-04007,53,Yelloweye Rockfish,7,29,2004,IPHC,R,57,Fork length,3629,Male,1,1532,NA,NA,34,34,35,NA,2,
410129-R-04007,101,Yelloweye Rockfish,7,29,2004,IPHC,R,57,Fork length,3574,Male,1,70,NA,NA,46,48,46,NA,2,
410129-R-04007,108,Yelloweye Rockfish,7,29,2004,IPHC,R,55,Fork length,3647,Female,1,1785,45,NA,25,25,25,NA,2,
410129-R-04007,31,Yelloweye Rockfish,7,29,2004,IPHC,R,51,Fork length,2576,Male,1,1800,NA,NA,25,26,23,NA,2,
410129-R-04007,66,Yelloweye Rockfish,7,29,2004,IPHC,R,56,Fork length,3357,Male,1,1794,NA,NA,79,76,79,NA,3,
410129-R-04007,103,Yelloweye Rockfish,7,29,2004,IPHC,R,63,Fork length,4800,Male,1,3,NA,NA,18,18,20,NA,2,
410129-R-04007,116,Yelloweye Rockfish,7,29,2004,IPHC,R,57,Fork length,3846,Female,1,1533,50,NA,27,24,27,NA,2,
410129-R-04007,47,Yelloweye Rockfish,7,29,2004,IPHC,R,46,Fork length,1787,Male,1,1543,NA,NA,22,20,22,NA,2,
410129-R-04008,1,Yelloweye Rockfish,7,2,2004,IPHC,R,64,Fork length,5561,Female,1,1365,2,NA,97,97,102,94,2,
410129-R-04008,2,Yelloweye Rockfish,7,2,2004,IPHC,R,50,Fork length,2254,Female,1,1851,3,NA,22,22,21,25,2,
410129-R-04008,3,Yelloweye Rockfish,7,2,2004,IPHC,R,59,Fork length,4082,Male,1,1359,NA,NA,32,32,32,32,2,
410129-R-04008,4,Yelloweye Rockfish,7,2,2004,IPHC,R,55,Fork length,2894,Male,1,1853,NA,NA,21,20,22,21,2,
410129-R-04008,5,Yelloweye Rockfish,7,2,2004,IPHC,R,65,Fork length,5674,Male,1,1355,NA,NA,52,54,52,52,2,
410129-R-04008,6,Yelloweye Rockfish,7,2,2004,IPHC,R,64,Fork length,4980,Female,1,1357,4,NA,80,80,81,77,2,
410129-R-04008,7,Yelloweye Rockfish,7,2,2004,IPHC,R,64,Fork length,4808,Male,1,1852,NA,NA,33,34,33,33,2,
410129-R-04008,8,Yelloweye Rockfish,7,2,2004,IPHC,R,52,Fork length,3035,Female,2,1360,5,NA,25,26,25,25,2,
410129-R-04008,9,Yelloweye Rockfish,7,2,2004,IPHC,R,49,Fork length,2386,Female,2,1854,6,NA,22,23,22,22,2,
410129-R-04008,10,Yelloweye Rockfish,7,2,2004,IPHC,R,66,Fork length,6464,Female,2,1361,7,NA,54,55,54,53,2,
410129-R-04008,11,Yelloweye Rockfish,7,2,2004,IPHC,R,66,Fork length,5629,Female,2,1358,8,NA,89,84,91,89,2,
410129-R-04008,12,Yelloweye Rockfish,7,2,2004,IPHC,R,62,Fork length,5021,Male,1,1364,NA,NA,67,70,60,67,2,
410129-R-04008,13,Yelloweye Rockfish,7,2,2004,IPHC,R,66,Fork length,4944,Female,2,1356,9,NA,93,95,88,93,2,
410129-R-04008,14,Yelloweye Rockfish,7,2,2004,IPHC,R,66,Fork length,3969,Female,2,1366,10,NA,65,60,70,65,2,
410129-R-04008,15,Yelloweye Rockfish,7,2,2004,IPHC,R,45,Fork length,1814,Male,1,1362,NA,NA,18,18,19,17,2,
410129-R-04009,1,Yelloweye Rockfish,7,9,2004,IPHC,R,62,Fork length,5366,Female,1,1241,12,NA,57,64,57,52,2,
410129-R-05001,1,Yelloweye Rockfish,8,8,2005,IPHC,R,54,Fork length,NA,Male,NA,417,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,2,Yelloweye Rockfish,8,8,2005,IPHC,R,59,Fork length,NA,NA,NA,406,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,3,Yelloweye Rockfish,8,8,2005,IPHC,R,56,Fork length,NA,NA,NA,418,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,4,Yelloweye Rockfish,8,8,2005,IPHC,R,38,Fork length,NA,NA,NA,435,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,5,Yelloweye Rockfish,8,8,2005,IPHC,R,58,Fork length,NA,NA,NA,411,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,6,Yelloweye Rockfish,8,8,2005,IPHC,R,70,Fork length,NA,NA,NA,422,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,7,Yelloweye Rockfish,8,8,2005,IPHC,R,50,Fork length,NA,NA,NA,409,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,8,Yelloweye Rockfish,8,8,2005,IPHC,R,49,Fork length,NA,NA,NA,420,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,9,Yelloweye Rockfish,8,8,2005,IPHC,R,58,Fork length,NA,NA,NA,413,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,10,Yelloweye Rockfish,8,8,2005,IPHC,R,48,Fork length,NA,NA,NA,412,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,11,Yelloweye Rockfish,8,8,2005,IPHC,R,60,Fork length,NA,NA,NA,419,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,12,Yelloweye Rockfish,8,8,2005,IPHC,R,57,Fork length,NA,NA,NA,421,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,13,Yelloweye Rockfish,8,8,2005,IPHC,R,51,Fork length,NA,NA,NA,425,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,14,Yelloweye Rockfish,8,8,2005,IPHC,R,44,Fork length,NA,NA,NA,423,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,15,Yelloweye Rockfish,8,8,2005,IPHC,R,62,Fork length,NA,NA,NA,426,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,16,Yelloweye Rockfish,8,8,2005,IPHC,R,42,Fork length,NA,NA,NA,424,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,17,Yelloweye Rockfish,8,8,2005,IPHC,R,49,Fork length,1650,Female,1,434,57,NA,NA,NA,NA,NA,6,
410129-R-05001,18,Yelloweye Rockfish,8,8,2005,IPHC,R,51,Fork length,2500,Male,1,436,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,19,Yelloweye Rockfish,8,8,2005,IPHC,R,49,Fork length,2250,Male,0,429,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,20,Yelloweye Rockfish,8,8,2005,IPHC,R,44,Fork length,1400,Male,0,428,NA,NA,NA,NA,NA,NA,6,
410129-R-05001,21,Yelloweye Rockfish,8,8,2005,IPHC,R,58,Fork length,3700,Female,1,407,58,NA,NA,NA,NA,NA,6,
410129-R-05001,22,Yelloweye Rockfish,8,8,2005,IPHC,R,49,Fork length,2200,Female,1,410,59,NA,18,19,18,NA,2,
410129-R-05001,23,Yelloweye Rockfish,8,8,2005,IPHC,R,50,Fork length,2350,Male,1,414,NA,NA,22,22,22,NA,2,
410129-R-05001,24,Yelloweye Rockfish,8,8,2005,IPHC,R,64,Fork length,5600,Female,1,408,60,NA,59,65,59,NA,2,
410129-R-05001,25,Yelloweye Rockfish,8,8,2005,IPHC,R,42,Fork length,1400,Female,0,405,61,NA,18,25,18,NA,2,
410129-R-05001,26,Yelloweye Rockfish,8,8,2005,IPHC,R,52,Fork length,2250,Male,0,430,NA,NA,20,21,20,NA,2,
410129-R-05001,27,Yelloweye Rockfish,8,8,2005,IPHC,R,56,Fork length,3450,Male,0,432,NA,NA,31,34,31,NA,2,
410129-R-05001,28,Yelloweye Rockfish,8,8,2005,IPHC,R,60,Fork length,3850,Male,1,433,NA,NA,30,32,30,NA,2,
410129-R-05002,1,Yelloweye Rockfish,8,2,2005,IPHC,R,45,Fork length,NA,Male,1,292,NA,NA,24,21,24,NA,2,
410129-R-05002,2,Yelloweye Rockfish,8,2,2005,IPHC,R,52,Fork length,2900,Male,1,289,NA,NA,32,36,32,NA,2,
410129-R-05002,3,Yelloweye Rockfish,8,2,2005,IPHC,R,48,Fork length,2030,Male,1,95,NA,NA,21,21,21,NA,2,
410129-R-05002,4,Yelloweye Rockfish,8,2,2005,IPHC,R,47,Fork length,1920,Female,1,780,33,NA,24,24,24,NA,2,
410129-R-05002,5,Yelloweye Rockfish,8,2,2005,IPHC,R,59,Fork length,4070,Male,1,79,NA,NA,57,60,57,NA,2,
410129-R-05002,6,Yelloweye Rockfish,8,2,2005,IPHC,R,59,Fork length,4120,Male,1,796,NA,NA,34,36,34,NA,2,
410129-R-05002,7,Yelloweye Rockfish,8,2,2005,IPHC,R,48,Fork length,2710,Female,1,788,34,NA,23,25,23,NA,2,
410129-R-05002,8,Yelloweye Rockfish,8,2,2005,IPHC,R,48,Fork length,2060,Male,1,90,NA,NA,24,26,24,NA,2,
410129-R-05002,9,Yelloweye Rockfish,8,2,2005,IPHC,R,43,Fork length,1570,Female,1,77,35,NA,21,22,21,NA,2,
410129-R-05002,10,Yelloweye Rockfish,8,2,2005,IPHC,R,48,Fork length,2150,Female,1,96,36,NA,30,31,30,NA,2,
410129-R-05002,11,Yelloweye Rockfish,8,2,2005,IPHC,R,47,Fork length,2170,Female,1,779,37,NA,22,24,22,NA,2,
410129-R-05002,12,Yelloweye Rockfish,8,2,2005,IPHC,R,48,Fork length,2330,Male,1,789,NA,NA,24,25,24,NA,2,
410129-R-05002,13,Yelloweye Rockfish,8,2,2005,IPHC,R,52,Fork length,3220,Female,1,286,38,NA,50,59,50,NA,2,
410129-R-05002,14,Yelloweye Rockfish,8,2,2005,IPHC,R,44,Fork length,1770,Male,1,91,NA,NA,20,22,20,NA,3,
410129-R-05002,15,Yelloweye Rockfish,8,2,2005,IPHC,R,43,Fork length,1540,Female,1,281,39,NA,20,23,20,NA,2,
410129-R-05002,16,Yelloweye Rockfish,8,2,2005,IPHC,R,46,Fork length,2090,Male,1,298,NA,NA,23,24,23,NA,2,
410129-R-05002,17,Yelloweye Rockfish,8,2,2005,IPHC,R,48,Fork length,2120,Female,1,98,40,NA,22,23,22,NA,2,
410129-R-05002,18,Yelloweye Rockfish,8,2,2005,IPHC,R,42,Fork length,1370,Male,1,797,NA,NA,11,13,11,NA,2,
410129-R-05002,19,Yelloweye Rockfish,8,2,2005,IPHC,R,40,Fork length,1250,Male,0,86,NA,NA,18,19,18,NA,2,
410129-R-05002,20,Yelloweye Rockfish,8,2,2005,IPHC,R,45,Fork length,1900,Female,1,297,41,NA,22,22,22,NA,2,
410129-R-05002,21,Yelloweye Rockfish,8,2,2005,IPHC,R,47,Fork length,2040,Male,1,85,NA,NA,20,20,20,NA,2,
410129-R-05002,22,Yelloweye Rockfish,8,2,2005,IPHC,R,53,Fork length,3060,Female,1,283,42,NA,35,39,35,NA,2,
410129-R-05002,23,Yelloweye Rockfish,8,2,2005,IPHC,R,52,Fork length,2840,Female,1,287,43,NA,33,35,33,NA,3,
410129-R-05002,24,Yelloweye Rockfish,8,2,2005,IPHC,R,59,Fork length,3950,Female,1,280,44,NA,54,61,54,NA,2,
410129-R-05002,25,Yelloweye Rockfish,8,2,2005,IPHC,R,42,Fork length,1500,Female,1,782,45,NA,20,21,20,NA,2,
410129-R-05002,26,Yelloweye Rockfish,8,2,2005,IPHC,R,47,Fork length,2340,Female,1,288,46,NA,37,37,NA,NA,2,
