sample_code,fish_number,species_name,sample_month,sample_year,data_source_agency_code,port_name,gear_name,stock_region,data_type_code,data_type_name,sample_method_code,punch_card_area_name,fish_length,fish_length_cm,length_type_name,weight_gm,sex_name,maturity,best_age,age_1,age_2,age_3,age_readability_code,age_method_name_1,age_reader_code_1,age_method_name_2,age_reader_code_2,age_method_name_3,age_reader_code_3
410129-S-21005,7,Yelloweye Rockfish,5,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,52,52,Fork length,2890,Male,5,19,19,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21002,2,Yelloweye Rockfish,4,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,37,37,Fork length,1110,Male,1.1,10,10,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21008,1,Yelloweye Rockfish,7,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,45,45,Fork length,1610,Male,2,14,14,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21001,4,Yelloweye Rockfish,4,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,56,56,Fork length,3520,Female,2,21,21,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21001,1,Yelloweye Rockfish,4,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,25,25,Fork length,280,Female,NA,7,6,7,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21011,2,Yelloweye Rockfish,7,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,34,34,Fork length,750,Female,1.2,9,9,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21013,4,Yelloweye Rockfish,8,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,52,52,Fork length,2320,Male,2,21,21,NA,NA,3,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21012,3,Yelloweye Rockfish,8,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,40,40,Fork length,1290,Male,1.2,14,14,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21011,1,Yelloweye Rockfish,7,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,53,53,Fork length,3060,Male,5,22,22,20,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21008,7,Yelloweye Rockfish,7,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,44,44,Fork length,1490,Female,1.2,15,15,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21005,12,Yelloweye Rockfish,5,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,39,39,Fork length,1110,Female,1.2,13,13,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21008,12,Yelloweye Rockfish,7,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,55,55,Fork length,2820,Male,5,19,19,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21003,7,Yelloweye Rockfish,5,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,46,46,Fork length,1880,Male,5,21,21,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21013,9,Yelloweye Rockfish,8,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,33,33,Fork length,530,Male,1.1,9,9,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21003,5,Yelloweye Rockfish,5,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,43,43,Fork length,1310,Female,2,13,13,13,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21012,4,Yelloweye Rockfish,8,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,65,65,Fork length,5910,Male,5,46,46,NA,NA,3,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21018,1,Yelloweye Rockfish,5,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,53,53,Fork length,2930,Male,2,21,20,21,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21004,4,Yelloweye Rockfish,5,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,50,50,Fork length,NA,Male,2,17,17,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21010,2,Yelloweye Rockfish,7,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,41,41,Fork length,1400,Male,1.2,10,10,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21012,1,Yelloweye Rockfish,8,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,45,45,Fork length,1870,Male,1.2,16,16,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21001,2,Yelloweye Rockfish,4,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,34,34,Fork length,730,Male,NA,9,9,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21005,8,Yelloweye Rockfish,5,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,43,43,Fork length,1580,Male,5,16,16,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21009,5,Yelloweye Rockfish,7,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,60,60,Fork length,3780,Female,4,39,37,39,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21008,4,Yelloweye Rockfish,7,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,57,57,Fork length,3090,Male,5,19,19,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21004,1,Yelloweye Rockfish,5,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,41,41,Fork length,NA,Male,1.2,12,12,12,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21005,4,Yelloweye Rockfish,5,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,55,55,Fork length,2780,Male,5,22,22,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21006,7,Yelloweye Rockfish,6,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,47,47,Fork length,1800,Male,1.2,14,14,NA,NA,3,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21009,1,Yelloweye Rockfish,7,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,45,45,Fork length,1550,Female,4,13,13,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21008,10,Yelloweye Rockfish,7,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,59,59,Fork length,4300,Male,5,37,37,37,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21010,3,Yelloweye Rockfish,7,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,42,42,Fork length,1470,Female,2,12,12,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21005,11,Yelloweye Rockfish,5,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,34,34,Fork length,710,Male,1.1,11,11,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21002,1,Yelloweye Rockfish,4,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,31,31,Fork length,570,Female,NA,9,9,9,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21010,1,Yelloweye Rockfish,7,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,39,39,Fork length,1250,Female,2,11,11,11,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21013,3,Yelloweye Rockfish,8,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,52,52,Fork length,2500,Male,2,19,19,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21019,1,Yelloweye Rockfish,6,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,38,38,Fork length,1010,Male,1.2,13,13,12,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21009,3,Yelloweye Rockfish,7,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,37,37,Fork length,1070,Male,6,11,11,NA,NA,3,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21006,2,Yelloweye Rockfish,6,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,45,45,Fork length,1660,Male,1.2,15,15,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21004,3,Yelloweye Rockfish,5,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,37,37,Fork length,NA,Male,NA,10,10,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21013,7,Yelloweye Rockfish,8,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,62,62,Fork length,4890,Female,4,42,42,NA,NA,3,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21015,1,Yelloweye Rockfish,9,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,55,55,Fork length,NA,Female,5,33,33,33,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21003,2,Yelloweye Rockfish,5,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,34,34,Fork length,860,Male,1.1,9,9,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21003,3,Yelloweye Rockfish,5,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,50,50,Fork length,2470,Female,2,19,19,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21005,5,Yelloweye Rockfish,5,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,45,45,Fork length,1540,Male,5,14,14,14,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21008,5,Yelloweye Rockfish,7,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,56,56,Fork length,3430,Male,6,24,24,22,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21019,2,Yelloweye Rockfish,6,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,36,36,Fork length,900,Female,1.2,14,14,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21006,1,Yelloweye Rockfish,6,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,51,51,Fork length,2320,Male,1.2,17,17,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21003,1,Yelloweye Rockfish,5,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,32,32,Fork length,590,Male,1.1,9,9,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21005,1,Yelloweye Rockfish,5,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,50,50,Fork length,2340,Female,1.2,19,19,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21012,2,Yelloweye Rockfish,8,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,53,53,Fork length,2750,Male,5,20,20,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21005,3,Yelloweye Rockfish,5,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,50,50,Fork length,2110,Male,5,18,18,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21009,4,Yelloweye Rockfish,7,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,57,57,Fork length,3270,Female,4,32,32,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21006,3,Yelloweye Rockfish,6,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,54,54,Fork length,3110,Female,4,27,27,NA,NA,3,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21005,2,Yelloweye Rockfish,5,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,48,48,Fork length,2090,Female,1.2,15,15,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21012,7,Yelloweye Rockfish,8,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,41,41,Fork length,1520,Female,1.2,14,14,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21017,3,Yelloweye Rockfish,9,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,47,47,Fork length,1990,Male,1.2,15,15,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21007,2,Yelloweye Rockfish,6,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,41,41,Fork length,1190,Male,1.1,13,13,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-20002,5,Yelloweye Rockfish,8,2020,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,35,35,Fork length,NA,Male,NA,10,10,10,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-20002,1,Yelloweye Rockfish,8,2020,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,55,55,Fork length,NA,Male,NA,35,35,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-19015,1,Yelloweye Rockfish,6,2019,WDFW,Neah Bay,Hook and line,No Area Data,S,Sport,R,NA,37,37,Fork length,NA,Male,NA,10,9,10,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21014,3,Yelloweye Rockfish,8,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,45,45,Fork length,1940,Male,1.2,14,14,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21016,4,Yelloweye Rockfish,9,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,53,53,Fork length,3130,Female,5,35,35,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21017,1,Yelloweye Rockfish,9,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,43,43,Fork length,1590,Male,1.2,14,14,14,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-19016,1,Yelloweye Rockfish,7,2019,WDFW,Neah Bay,Hook and line,No Area Data,S,Sport,R,NA,38,38,Fork length,950,Male,NA,10,10,10,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21007,1,Yelloweye Rockfish,6,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,39,39,Fork length,1030,Female,1.2,15,14,15,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21016,3,Yelloweye Rockfish,9,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,56,56,Fork length,3560,Female,5,24,24,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21014,5,Yelloweye Rockfish,8,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,37,37,Fork length,960,Female,1.1,10,10,10,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21016,2,Yelloweye Rockfish,9,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,48,48,Fork length,2080,Male,5,17,17,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21014,6,Yelloweye Rockfish,8,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,37,37,Fork length,860,Female,1.1,10,10,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-20002,3,Yelloweye Rockfish,8,2020,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,64,64,Fork length,NA,Female,NA,54,54,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21014,1,Yelloweye Rockfish,8,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,36,36,Fork length,900,Female,1.1,10,10,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21016,6,Yelloweye Rockfish,9,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,35,35,Fork length,930,Male,1.1,9,9,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21007,4,Yelloweye Rockfish,6,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,52,52,Fork length,2930,Male,2,33,33,NA,NA,3,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21014,2,Yelloweye Rockfish,8,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,43,43,Fork length,1460,Male,1.2,14,14,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21007,3,Yelloweye Rockfish,6,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,50,50,Fork length,2260,Male,1.2,20,20,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21016,1,Yelloweye Rockfish,9,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,60,60,Fork length,4470,Female,4,52,52,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21016,5,Yelloweye Rockfish,9,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,45,45,Fork length,1850,Male,2,15,15,14,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-20002,2,Yelloweye Rockfish,8,2020,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,69,69,Fork length,6486,Female,NA,81,81,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21014,4,Yelloweye Rockfish,8,2021,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,45,45,Fork length,1740,Male,1.1,15,15,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-20002,4,Yelloweye Rockfish,8,2020,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,51,51,Fork length,NA,Female,NA,19,19,NA,NA,3,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21017,2,Yelloweye Rockfish,9,2021,WDFW,La Push,Hook and line,No Area Data,S,Sport,R,NA,42,42,Fork length,1550,Male,1.2,13,13,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-20003,1,Yelloweye Rockfish,9,2020,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,35,35,Fork length,NA,Male,NA,11,10,11,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-20001,1,Yelloweye Rockfish,7,2020,WDFW,Sekiu,Hook and line,No Area Data,S,Sport,R,NA,37,37,Fork length,840,Male,NA,10,10,11,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21008,11,Yelloweye Rockfish,7,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,58,58,Fork length,3980,Male,5,29,29,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
410129-S-21008,9,Yelloweye Rockfish,7,2021,WDFW,Westport,Hook and line,No Area Data,S,Sport,R,NA,62,62,Fork length,4180,Male,5,38,38,NA,NA,2,Break and burn,WDFW/MS4,Break and burn,WDFW/MS4,NA,NA
